id,title,price,currency_id,available_quantity,sold_quantity,condition,category_id,permalink
MLA1464550035,Apple Tv A1427 Estándar 3.a Generación,25000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1464550035-apple-tv-a1427-estandar-3a-generacion-_JM
MLA1877356464,Apple Tv 2 3.ª Gen. Full Hd 1gb Ram 8gb.,45000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1877356464-apple-tv-2-3-gen-full-hd-1gb-ram-8gb-_JM
MLA1908499690,Amazon Tv Stick Lite 2da Gen Streaming Full Hd,80980.0,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1908499690-amazon-tv-stick-lite-2da-gen-streaming-full-hd-_JM
MLA1398845395,Google Home Mini Con Asistente Virtual Chalk 110v/220v Ref,55990,ARS,,,new,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1398845395-google-home-mini-con-asistente-virtual-chalk-110v220v-ref-_JM
MLA1345295576, Apple Tv 4k Wifi A2737 De Voz 3.ª Generación 2022 4k 64gb,354084,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1345295576-apple-tv-4k-wifi-a2737-de-voz-3-generacion-2022-4k-64gb-_JM
MLA2011107376,Prte Pared 45º Ggle Hme Hub 138x60mm Nextsale Clr Negr,10900,ARS,,,new,MLA409415,https://articulo.mercadolibre.com.ar/MLA-2011107376-prte-pared-45-ggle-hme-hub-138x60mm-nextsale-clr-negr-_JM
MLA2026121084,Google Home Mini Asistente Google (no Es Reacondicionado) Negro,50000,ARS,,,used,MLA409415,https://articulo.mercadolibre.com.ar/MLA-2026121084-google-home-mini-asistente-google-no-es-reacondicionado-negro-_JM
MLA1480367865,"Control Remoto De Voz Fire Tv Stick Lite De Segunda Generación, Alexa Amazon Bivolt, Color Negro, Tipo Control Remoto",69990,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1480367865-control-remoto-de-voz-fire-tv-stick-lite-de-segunda-generacion-alexa-amazon-bivolt-color-negro-tipo-control-remoto-_JM
MLA1475974383,Apple Tv 4k 32 Gb,35000.0,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1475974383-apple-tv-4k-32-gb-_JM
MLA2024206052,Tv Box 4k Hdmi,52000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-2024206052-tv-box-4k-hdmi-_JM
MLA1458709339,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2 Gen Wi-fi 6e,120999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1458709339-amazon-fire-tv-stick-4k-ultra-hd-max-16gb-2-gen-wi-fi-6e-_JM
MLA1475666907,Apple Tv  Full Hd 32gb,250000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1475666907-apple-tv-full-hd-32gb-_JM
MLA1441658477,Mi Tv Stick Xiaomi 4k Mdz-27-eu 2.ª Generación Color Negro,110999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1441658477-mi-tv-stick-xiaomi-4k-mdz-27-eu-2-generacion-color-negro-_JM
MLA1374156562,Fire Tv Stick 4k 2023 Compatible Wifi 6 Con 2gb De Ram Color Negro Tipo De Control Remoto Control De Voz,79999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1374156562-fire-tv-stick-4k-2023-compatible-wifi-6-con-2gb-de-ram-color-negro-tipo-de-control-remoto-control-de-voz-_JM
MLA1369051919,Amazon Fire Tv Stick 4k De Voz 3° Gen 8gb Cargador Original!,109996,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1369051919-amazon-fire-tv-stick-4k-de-voz-3-gen-8gb-cargador-original-_JM
MLA1364216697,Amazon Fire Tv Stick Lite Full Hd 8gb 1gb Ram Streaming,59999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1364216697-amazon-fire-tv-stick-lite-full-hd-8gb-1gb-ram-streaming-_JM
MLA1432083009,Onn Google Tv Fhd Streaming Stick 2da Generación 8gb 1.5gb Ram Color Negro Control Remoto De Voz,70789,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1432083009-onn-google-tv-fhd-streaming-stick-2da-generacion-8gb-15gb-ram-color-negro-control-remoto-de-voz-_JM
MLA1361061092,Apple Tv 4k (wifi + Ethernet) A2843 De Voz 3.ª Generación 2022 4k 128gb Negro,468512,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1361061092-apple-tv-4k-wifi-ethernet-a2843-de-voz-3-generacion-2022-4k-128gb-negro-_JM
MLA1462796143,Tivo Ipa1104hdw-01 Stream 4k Original Con Google Oficial Certificado 8gb De Almacenamiento 2gb De Ram,82839.0,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1462796143-tivo-ipa1104hdw-01-stream-4k-original-con-google-oficial-certificado-8gb-de-almacenamiento-2gb-de-ram-_JM
MLA1974052512,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing,65999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1974052512-amazon-fire-tv-stick-hd-2024-control-por-voz-fhd-streamoing-_JM
MLA1751007286,Amazon Fire Tv Stick 4k Streaming 2° Gen Con Alexa ,95000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1751007286-amazon-fire-tv-stick-4k-streaming-2-gen-con-alexa-_JM
MLA924404973, Chromecast 4 + Google Tv 4k Cargador Original Cuot.s S/ Int,199996,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-924404973-chromecast-4-google-tv-4k-cargador-original-cuots-s-int-_JM
MLA1867521508,Apple Tv A1469 3ra Generación,58000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1867521508-apple-tv-a1469-3ra-generacion-_JM
MLA1972159008,Apple Tv A1427 ( Control No Funciona),20000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1972159008-apple-tv-a1427-control-no-funciona-_JM
MLA1474936661,Google Home Mini Con Google Assistant Chalk 110/220v Chalk,39999,ARS,,,used,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1474936661-google-home-mini-con-google-assistant-chalk-110220v-chalk-_JM
MLA1470131529,Apple Tv Hd A1625 De Voz 4.a Gen 2015 Full Hd 32gb,150000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1470131529-apple-tv-hd-a1625-de-voz-4a-gen-2015-full-hd-32gb-_JM
MLA2028274538,Chromecast Google Tv Hd 8gb 2gb Ram Hdmi 4ta Generacion,140000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-2028274538-chromecast-google-tv-hd-8gb-2gb-ram-hdmi-4ta-generacion-_JM
MLA1453365954,Apple Tv 4k A2169 De Voz 2.ª Generación 2021 4k 32gb Negro,499997,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1453365954-apple-tv-4k-a2169-de-voz-2-generacion-2021-4k-32gb-negro-_JM
MLA1398832615,Google Home Mini Con Asistente Virtual Bluetooth Ref,89990,ARS,,,new,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1398832615-google-home-mini-con-asistente-virtual-bluetooth-ref-_JM
MLA2013184174,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación,96182,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-2013184174-amazon-fire-tv-stick-4k-ultra-hd-max-16gb-2nda-generacion-_JM
MLA1975932800,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,97990,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1975932800-amazon-fire-tv-stick-4k-2023-wifi-6-2gb-de-ram-con-alexa-_JM
MLA919486738,Chromecast With Google Tv De Voz 4ª Generación 4k 8gb Snow Con 2gb De Memoria Ram,147309,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-919486738-chromecast-with-google-tv-de-voz-4-generacion-4k-8gb-snow-con-2gb-de-memoria-ram-_JM
MLA1913427140,Apple Tv A1427  3.a Generación Full Hd 8gb Negro,60000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1913427140-apple-tv-a1427-3a-generacion-full-hd-8gb-negro-_JM
MLA1449403463,Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 32gb Negro Con 2gb De Memoria Ram,599990,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1449403463-apple-tv-hd-a1625-de-voz-4-generacion-2015-full-hd-32gb-negro-con-2gb-de-memoria-ram-_JM
MLA1110314122,Soporte Pared 45º Google Home Hub Base 138x60mm Nextsale,10900,ARS,,,new,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1110314122-soporte-pared-45-google-home-hub-base-138x60mm-nextsale-_JM
MLA1811000372,Amazon Lite Fire Tv Stick B091g4yp57 De Voz 2.ª Full Hd 8gb,77240,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1811000372-amazon-lite-fire-tv-stick-b091g4yp57-de-voz-2-full-hd-8gb-_JM
MLA1110377590,Soporte De Pared Google Mini Home / Nest Mini 2da Generacion,10900,ARS,,,new,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1110377590-soporte-de-pared-google-mini-home-nest-mini-2da-generacion-_JM
MLA1940824290,Amazon Fire Tv Stick 4k Max 16 Gb Wifi 6 Ultra Rápido Color Negro,124914.25,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1940824290-amazon-fire-tv-stick-4k-max-16-gb-wifi-6-ultra-rapido-color-negro-_JM
MLA1670324528,"Usado Apple Tv 3 A1469 Full Hd Negro Completo, Sin Detalles.",99000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1670324528-usado-apple-tv-3-a1469-full-hd-negro-completo-sin-detalles-_JM
MLA2007226274,Apple Tv A1378 Estándar 2.a Generación,24989,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-2007226274-apple-tv-a1378-estandar-2a-generacion-_JM
MLA1482195977,Adaptador Smart Tv Box 4k Color Negro 32gb,40567,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1482195977-adaptador-smart-tv-box-4k-color-negro-32gb-_JM
MLA1880561222,Smart Tv Stick Xiaomi 4k De 2da Generación Android Tv Negro,110473,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1880561222-smart-tv-stick-xiaomi-4k-de-2da-generacion-android-tv-negro-_JM
MLA1364551668,Parlante Inteligente Google Home Mini  Youtube Usado Gris,58990,ARS,,,used,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1364551668-parlante-inteligente-google-home-mini-youtube-usado-gris-_JM
MLA1938835060,Apple Tv A1469. Full Hd 8gb/ 512mb Ram Sin Control Remoto,65000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1938835060-apple-tv-a1469-full-hd-8gb-512mb-ram-sin-control-remoto-_JM
MLA885133507,Chromecast Smart Tv Netflix Google Tv 4k Hdr Control Remoto,299999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-885133507-chromecast-smart-tv-netflix-google-tv-4k-hdr-control-remoto-_JM
MLA1995183272,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro Con 1.5gb De Memoria Ram,82900,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1995183272-amazon-fire-tv-stick-4k-de-voz-2-generacion-4k-8gb-negro-con-15gb-de-memoria-ram-_JM
MLA1920570096,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con Pilas,88500,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1920570096-amazon-fire-tv-stick-de-voz-3gen-full-hd-8gb-negro-con-pilas-_JM
MLA1918175152,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,96199,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1918175152-amazon-fire-tv-stick-4k-max-ultra-hd-16gb-streaming-_JM
MLA1460121355,Apple Tv 4k (wifi) A2737 De Voz 3.a Generación 64gb,310000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1460121355-apple-tv-4k-wifi-a2737-de-voz-3a-generacion-64gb-_JM
MLA1716970254,Amazon Fire Tv Stick 4k Max 2° Gen - 16 Gb - Wi-fi 6e Alexa,130000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1716970254-amazon-fire-tv-stick-4k-max-2-gen-16-gb-wi-fi-6e-alexa-_JM
MLA1477576483,Amazon Fire Tv Stick Lite Hd Tv Control Remoto Por Voz/ Npo,79000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1477576483-amazon-fire-tv-stick-lite-hd-tv-control-remoto-por-voz-npo-_JM
MLA1412480803,Google Home Mini Negro,90000,ARS,,,used,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1412480803-google-home-mini-negro-_JM
MLA1452022653,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming Original,96199,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1452022653-amazon-fire-tv-stick-4k-max-ultra-hd-16gb-streaming-original-_JM
MLA1469995027,Apple Tv A1218 2007 1.a Generacion,24000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1469995027-apple-tv-a1218-2007-1a-generacion-_JM
MLA1913452572,Apple Tv 3a Gen  Full Hd 8gb 512mb Ram A1427,45000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1913452572-apple-tv-3a-gen-full-hd-8gb-512mb-ram-a1427-_JM
MLA1940784956,Roku Express 3960 Hd Reproductor De Streaming Control Remoto,100000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1940784956-roku-express-3960-hd-reproductor-de-streaming-control-remoto-_JM
MLA2012521480,Tv Box Watch Onn 4k Chromecast Solucionado Ubicación Negro,99000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-2012521480-tv-box-watch-onn-4k-chromecast-solucionado-ubicacion-negro-_JM
MLA1458356295,Control Xiaomi Mi Tv Stick Full Hd De 8 Gb Y 1 Gb De Ram,110000,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1458356295-control-xiaomi-mi-tv-stick-full-hd-de-8-gb-y-1-gb-de-ram-_JM
MLA1124556559,Xiaomi Mi Tv Stick Full Hd Chromecast Android Amazon Netflix,119990,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1124556559-xiaomi-mi-tv-stick-full-hd-chromecast-android-amazon-netflix-_JM
MLA1480304633,Google Home Max Color Chalk 110/220v Wifi,800000,ARS,,,used,MLA409415,https://articulo.mercadolibre.com.ar/MLA-1480304633-google-home-max-color-chalk-110220v-wifi-_JM
MLA1374858831,Android Tv Stick Control De Voz Full Hd 16gb Con 2gb De Ram,75000.0,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1374858831-android-tv-stick-control-de-voz-full-hd-16gb-con-2gb-de-ram-_JM
MLA1438996519,Chromecast 4 Original Google Tv De Voz 4k 8gb,167580,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1438996519-chromecast-4-original-google-tv-de-voz-4k-8gb-_JM
MLA1480981999,Amazon Fire Tv Stick 4k Alexa Voice Remote 8gb Ultra Hd,89999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1480981999-amazon-fire-tv-stick-4k-alexa-voice-remote-8gb-ultra-hd-_JM
MLA1440621335,Amazon Fire Tv Stick 4k Ultra Hd Hdr Wifi 6 Version 2023,97999,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1440621335-amazon-fire-tv-stick-4k-ultra-hd-hdr-wifi-6-version-2023-_JM
MLA1399520644,Apple Tv 4k 32gb A1842 Negro (usado),400000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1399520644-apple-tv-4k-32gb-a1842-negro-usado-_JM
MLA1474178905,Apple Tv 4k,50000,ARS,,,used,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1474178905-apple-tv-4k-_JM
MLA1476279481,Amazon Fire Tv Stick Hd 4a Generación Con Comandos De Voz Negro 1gb Ram,77768.99,ARS,,,new,MLA352001,https://articulo.mercadolibre.com.ar/MLA-1476279481-amazon-fire-tv-stick-hd-4a-generacion-con-comandos-de-voz-negro-1gb-ram-_JM
