Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CYP,Cyprus,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,85.0,85.3,85.3,90.0,90.0,90.0,100.0,100.0,100.0,100.0,99.9,99.9,100.0,
CYP,Cyprus,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,60.0,73.0,96.0,97.5,99.6,99.9,99.9,100.0,
CYP,Cyprus,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,0.0,,,,,,,,,
CYP,Cyprus,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,194455.0,212149.0,220580.0,229195.0,243611.0,260640.0,278483.0,295686.0,313667.0,326565.0,332080.0,340774.0,348943.0,
CYP,Cyprus,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.9,0.9,1.0,0.9,
CYP,Cyprus,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,23.2,24.6,25.5,26.7,28.8,30.7,32.6,34.2,35.8,36.8,37.1,37.7,38.6,
CYP,Cyprus,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,9270.0,16737.0,26495.0,22198.0,39764.0,112955.0,116548.0,172619.0,227747.0,241593.0,323653.0,335492.0,346050.0,
CYP,Cyprus,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,66640.0,175983.0,193370.0,206267.0,203718.0,147565.0,161797.0,122981.0,85673.0,84802.0,8422.0,4574.0,2419.0,
CYP,Cyprus,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,118545.0,19429.0,717.0,244.0,129.0,120.0,138.0,86.0,42.0,170.0,5.0,708.0,474.0,
CYP,Cyprus,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,49.2,47.0,43.1,40.7,38.7,38.2,37.5,36.7,35.6,36.5,34.8,33.7,32.9,
CZE,Czechia,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,34.2,43.5,44.2,53.3,68.1,73.7,81.0,82.7,89.1,93.8,96.0,101.9,105.0,
CZE,Czechia,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,64.1,69.9,67.3,73.9,72.4,73.1,75.6,76.3,78.4,77.9,78.7,79.0,80.8,
CZE,Czechia,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,60.5,66.6,65.4,72.6,72.1,73.1,76.1,77.2,80.5,81.1,81.7,83.0,85.4,
CZE,Czechia,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,,72.5,75.4,78.7,78.7,81.5,80.4,83.9,
CZE,Czechia,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,,78.1,78.1,81.5,82.5,81.8,84.4,86.2,
CZE,Czechia,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,96.8,97.0,,,,,98.8,98.8,98.8,
CZE,Czechia,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,68.8,70.5,73.4,74.1,74.2,75.7,76.5,78.7,80.7,80.9,81.3,82.7,84.5,
CZE,Czechia,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,65404.5,81078.2,90589.5,47482.3,52516.4,56509.7,61602.5,59830.0,,,,,,
CZE,Czechia,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,94.8,94.8,92.1,94.4,98.0,97.0,96.3,99.0,99.1,98.3,98.6,99.3,99.7,
CZE,Czechia,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,64.4,66.5,70.5,71.1,77.1,79.0,80.3,82.8,84.9,85.7,86.3,87.6,89.5,
CZE,Czechia,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,65.9,67.9,72.4,73.0,71.5,73.5,74.8,76.0,78.7,78.3,79.7,81.1,82.2,
CZE,Czechia,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,5.5,4.1,3.8,6.0,10.1,10.8,13.5,15.1,19.1,18.6,19.7,22.6,29.9,
CZE,Czechia,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,71.8,73.2,74.5,75.3,74.3,77.9,78.2,81.6,82.8,83.6,83.0,84.4,87.0,
CZE,Czechia,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,97.4,97.2,,,,,98.7,98.8,99.1,
CZE,Czechia,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.3,0.5,0.5,
CZE,Czechia,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,1.4,0.6,0.7,0.7,
CZE,Czechia,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.2,2.2,1.0,1.2,0.9,
CZE,Czechia,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.4,1.4,0.9,0.7,0.6,
CZE,Czechia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,123.6,125.4,128.6,130.5,132.3,118.3,118.6,120.0,120.6,124.3,123.4,126.4,128.4,
CZE,Czechia,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,208281.5,245012.3,144008.6,214445.4,257834.8,271132.3,
CZE,Czechia,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,304.2,333.1,557.4,922.6,1737.5,1086.1,1639.5,2908.8,4185.2,6631.3,
CZE,Czechia,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,96.3,96.9,,,,,98.9,98.7,98.6,
CZE,Czechia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.8,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,
CZE,Czechia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,90.4,87.0,90.1,90.3,98.4,99.0,99.7,99.8,99.8,99.8,99.8,99.8,99.8,
CZE,Czechia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,0.0,0.0,92.1,98.7,99.7,99.8,99.8,99.8,99.8,99.8,99.8,
CZE,Czechia,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,2261179.0,2509100.0,2656980.0,2856168.0,2994818.0,2946626.0,3069970.0,3146091.0,3222835.0,3739614.0,3845426.0,3948846.0,4025262.0,
CZE,Czechia,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.4,1.4,1.0,1.2,1.0,
CZE,Czechia,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,21.6,23.9,25.3,27.2,28.5,28.0,29.2,29.9,30.6,35.5,36.5,37.6,38.4,
CZE,Czechia,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,542000.0,701500.0,958120.0,1142490.0,1253260.0,2101924.0,2387230.0,2626714.0,2864725.0,3442914.0,3618911.0,3783495.0,3888139.0,
CZE,Czechia,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,941000.0,915000.0,785010.0,671410.0,624780.0,822426.0,665326.0,508800.0,350190.0,291929.0,223017.0,156569.0,128707.0,
CZE,Czechia,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,47000.0,47100.0,4960.0,6440.0,5870.0,22276.0,17414.0,10577.0,7920.0,4771.0,3498.0,8782.0,8416.0,
CZE,Czechia,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,22.6,21.0,20.1,19.0,19.0,18.1,16.7,15.6,14.4,14.2,12.7,12.4,11.8,
DEU,Germany,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,26.1,35.1,41.3,45.3,64.3,71.2,76.6,79.3,82.8,86.9,91.2,94.4,95.5,
DEU,Germany,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,85.7,86.9,87.1,88.9,,,,88.1,,,,,,
DEU,Germany,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,82.5,83.2,85.5,87.7,,,87.4,87.9,89.9,90.8,92.1,91.9,91.4,91.7
DEU,Germany,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,,,,,90.8,,,,
DEU,Germany,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,,,,,90.9,,92.7,91.6,92.7
DEU,Germany,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,82.0,81.3,82.3,84.2,86.2,87.6,84.2,84.4,87.0,88.1,89.8,91.4,91.6,92.5
DEU,Germany,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,40141.9,48574.7,54894.9,34181.5,36849.6,42427.2,50509.1,53778.8,,,,,,
DEU,Germany,ITU.DDD.17,Internet users: < 15 years as a % of all < 15 years,Actual,-,-,-,97.1,95.7,95.6,,,,,96.6,,97.3,98.9,,,
DEU,Germany,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,99.0,98.6,98.2,98.3,98.8,98.9,99.2,99.0,,99.4,99.1,97.5,96.4,
DEU,Germany,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,79.2,78.6,79.9,82.1,84.4,86.0,88.4,89.0,,,93.6,90.6,91.0,
DEU,Germany,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,78.5,78.1,79.4,81.5,83.7,85.5,81.2,81.2,84.2,85.3,87.3,90.6,90.5,91.5
DEU,Germany,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,17.4,17.2,18.4,,,,,35.6,,,52.3,,,
DEU,Germany,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,85.2,84.5,85.3,86.9,88.7,89.7,87.2,87.7,90.0,91.1,92.4,92.3,92.8,93.5
DEU,Germany,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.4,0.4,0.3,0.3,
DEU,Germany,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.1,1.1,0.9,0.1,0.2,
DEU,Germany,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.9,0.9,0.3,0.3,
DEU,Germany,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.6,0.6,0.9,0.3,0.3,
DEU,Germany,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,108.7,111.6,113.3,122.5,121.6,117.4,125.7,132.8,129.7,128.9,128.9,127.6,125.2,
DEU,Germany,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,18343.8,20865.6,26185.4,,32565.4,68001.8,90273.6,104923.0,142080.1,186385.3,225954.6,268759.0,
DEU,Germany,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,255.5,291.4,395.6,608.1,617.9,840.9,1205.9,1765.7,2420.0,3179.6,4356.2,5776.2,7024.5,
DEU,Germany,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.9,99.8,99.9,
DEU,Germany,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,89.0,90.0,92.0,92.5,95.7,,,,99.0,99.6,99.8,99.9,
DEU,Germany,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,92.1,95.7,96.2,96.2,98.2,99.0,99.6,99.8,99.9,
DEU,Germany,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,53.0,67.0,,,,,,,,,,
DEU,Germany,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,26161950.0,27257096.0,27956700.0,28641961.0,29572818.0,30707429.0,31861900.0,33232299.0,34152033.0,35191417.0,36215303.0,36880564.0,37518124.0,
DEU,Germany,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.0,1.0,1.0,1.0,0.9,
DEU,Germany,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,32.2,33.5,34.3,35.1,36.1,37.4,38.7,40.2,41.2,42.3,43.5,44.2,45.0,
DEU,Germany,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,7971260.0,8509761.0,15128771.0,15841417.0,16734612.0,21856000.0,25161900.0,27852459.3,30074991.6,32281432.2,33871243.6,34797961.0,35832644.0,
DEU,Germany,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,14771645.0,15418831.0,11431971.0,11242466.0,11582607.0,7897000.0,6000000.0,4961899.2,3805960.2,2751962.2,2121151.6,1877612.0,1419374.0,
DEU,Germany,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,3346895.0,3257224.0,1793543.0,1570078.0,1255599.0,954000.0,700000.0,417940.6,271081.2,158022.6,222907.8,204991.0,266106.0,
DEU,Germany,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,65.0,63.1,61.4,59.6,57.4,55.3,55.0,53.7,51.3,46.0,46.1,46.1,46.3,
DJI,Djibouti,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.0,0.0,0.0,1.2,2.9,5.0,10.1,17.9,18.7,21.4,22.1,35.9,35.6,
DJI,Djibouti,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,,,,,,,,36.6,,,,,,
DJI,Djibouti,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,,,,,,,,57.7,,,,,,
DJI,Djibouti,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,,,,56.3,,,,,,
DJI,Djibouti,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,,,,,,,,55.7,,,,,,
DJI,Djibouti,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,6.5,7.0,9.4,12.7,17.0,22.9,30.8,,58.0,59.3,62.5,64.0,65.0,
DJI,Djibouti,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,14008.9,12961.9,9475.6,6887.5,11894.5,24302.0,26970.0,17264.7,,,294520.2,283474.5,1005607.1,
DJI,Djibouti,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,,,,,,,,51.6,,,,,,
DJI,Djibouti,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,,,,,,,,59.9,,,,,,
DJI,Djibouti,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,,,61.3,,,,,,
DJI,Djibouti,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,8.7,8.7,5.7,6.1,6.2,
DJI,Djibouti,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,9.3,9.3,5.7,2.0,2.1,
DJI,Djibouti,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,24.2,24.2,5.1,10.1,10.4,
DJI,Djibouti,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,12.4,12.4,4.8,5.1,5.2,
DJI,Djibouti,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,18.0,20.6,22.3,25.1,29.0,31.2,33.7,35.9,37.4,38.5,39.8,44.3,47.5,
DJI,Djibouti,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,34168.4,,,13501.4,79161.0,68021.9,
DJI,Djibouti,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,,,,,,5249.0,1585.1,
DJI,Djibouti,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,,,51.6,,,,,,
DJI,Djibouti,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,90.0,95.0,95.0,,,,,85.0,85.0,90.0,90.0,90.0,90.0,
DJI,Djibouti,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,0.0,0.0,,,,,57.6,70.0,70.0,75.0,75.0,90.0,90.0,
DJI,Djibouti,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,0.0,0.0,,,,,,,,
DJI,Djibouti,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,0.0,0.0,5.0,50.0,70.0,76.0,76.0,
DJI,Djibouti,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,,0.0,,,,,,,,
DJI,Djibouti,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,8058.0,11302.0,14907.0,17705.0,20102.0,24165.0,24275.0,24389.0,25508.0,24416.0,25053.0,15598.0,16061.0,
DJI,Djibouti,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,8.5,8.5,5.2,8.6,8.8,
DJI,Djibouti,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.9,1.2,1.6,1.8,2.0,2.4,2.4,2.3,2.4,2.3,2.3,1.4,1.4,
DJI,Djibouti,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,,,,,535.0,560.0,598.0,948.0,760.0,994.0,
DJI,Djibouti,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,24.0,30.0,,,,,,3255.0,3404.0,3366.0,8987.0,5507.0,5366.0,
DJI,Djibouti,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,3141.0,3807.0,,11040.0,,,,20599.0,21544.0,20452.0,15118.0,9331.0,9701.0,
DJI,Djibouti,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,2.0,2.0,2.1,2.1,2.2,2.3,2.4,3.5,3.5,3.5,3.6,2.5,2.5,
DMA,Dominica,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.0,0.0,0.0,0.0,30.6,43.8,42.7,74.1,65.2,82.9,77.1,67.8,,
DMA,Dominica,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,47.5,,,,57.5,,,,,,,,,
DMA,Dominica,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,,48.6,49.8,51.0,,65.0,67.0,69.6,,73.4,75.7,82.4,83.4,
DMA,Dominica,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,66055.2,71837.8,75788.0,74080.0,70196.0,76916.5,87287.4,83649.0,,,,,,
DMA,Dominica,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.4,3.4,4.6,5.6,2.9,
DMA,Dominica,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.7,3.7,3.3,6.6,5.9,
DMA,Dominica,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.7,3.7,5.4,5.3,5.9,
DMA,Dominica,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.7,3.7,4.8,5.3,5.9,
DMA,Dominica,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,153.5,158.5,158.7,136.0,106.5,110.4,111.9,106.9,108.5,109.4,103.6,85.9,,
DMA,Dominica,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,,,,,1538.2,,,
DMA,Dominica,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,90.0,,,,,,95.0,95.0,100.0,,,100.0,,
DMA,Dominica,ITU.DDD.30,Population covered by a mobile-cellular network (%),Estimate,-,-,-,,,,,,94.0,,,,100.0,100.0,,,
DMA,Dominica,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,0.0,,,,,,95.0,95.0,95.0,,97.0,100.0,,
DMA,Dominica,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,0.0,60.0,,,,95.0,,,,
DMA,Dominica,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,0.0,0.0,0.0,,95.0,,,100.0,,
DMA,Dominica,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,,,,67.0,,95.0,95.0,,,
DMA,Dominica,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,8311.0,8307.0,8500.0,10667.0,10785.0,15159.0,15487.0,15423.0,11514.0,15205.0,18286.0,14083.0,,
DMA,Dominica,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,5.9,5.9,5.2,6.3,5.6,
DMA,Dominica,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,12.1,12.1,12.3,15.5,15.5,21.7,22.1,21.9,16.3,21.3,25.4,19.4,,
DMA,Dominica,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,,,114.0,1630.0,4155.0,4878.0,,,534.0,,
DMA,Dominica,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,2094.0,,,,,15044.0,13637.0,11268.0,4461.0,,,13609.0,,
DMA,Dominica,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,6232.0,,,,,,,,,,,,,
DMA,Dominica,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,22.5,21.8,23.6,24.9,23.7,29.4,19.0,18.4,4.0,7.8,8.8,10.3,,
DNK,Denmark,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,63.9,83.4,97.2,102.0,109.5,117.3,122.8,129.4,139.6,137.5,137.9,141.8,142.7,
DNK,Denmark,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,88.0,90.4,92.3,93.1,,,95.0,89.5,89.8,88.9,77.7,86.0,92.1,87.1
DNK,Denmark,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,86.1,90.1,92.0,92.7,93.0,,94.0,97.0,92.7,95.4,92.5,96.1,95.2,96.1
DNK,Denmark,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,,,96.6,92.7,,91.4,95.5,94.5,95.6
DNK,Denmark,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,,,97.8,92.6,,94.5,97.0,96.2,96.8
DNK,Denmark,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,,,82.8,,,,,,,
DNK,Denmark,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,88.7,89.8,92.3,94.6,96.0,96.3,97.0,97.1,97.3,98.0,96.5,98.9,97.9,98.8
DNK,Denmark,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,92177.6,101569.5,114916.9,57295.5,64524.9,72219.3,81318.3,87060.1,,,,,,
DNK,Denmark,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,98.2,97.8,99.7,99.6,100.0,99.7,99.8,99.5,99.7,,99.5,99.5,99.6,99.6
DNK,Denmark,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,87.1,88.4,90.9,93.7,95.3,95.7,96.4,96.7,97.2,,98.5,98.8,97.5,98.6
DNK,Denmark,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,88.2,88.8,91.5,94.3,96.2,96.4,97.5,97.2,97.2,98.1,95.7,99.3,98.0,98.7
DNK,Denmark,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,,,,,,,,63.3,73.1,,77.4,,,
DNK,Denmark,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,89.2,90.8,93.0,94.9,95.8,96.2,96.4,97.0,97.4,98.0,97.4,98.5,97.7,98.9
DNK,Denmark,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,,82.5,,,,,,,
DNK,Denmark,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.4,0.4,0.4,0.5,0.4,
DNK,Denmark,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.5,0.5,0.4,
DNK,Denmark,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.5,0.5,0.4,
DNK,Denmark,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.5,0.5,0.4,
DNK,Denmark,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,115.7,128.6,130.2,125.0,126.7,124.7,122.4,124.5,125.1,125.0,124.5,125.7,127.0,
DNK,Denmark,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,,181672.9,216534.7,287059.2,342141.8,355057.6,
DNK,Denmark,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,1487.8,2502.7,4171.3,5482.5,6682.9,8961.1,12145.1,14732.7,15885.7,
DNK,Denmark,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,,83.2,,,,,,,
DNK,Denmark,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,,,99.5,99.5,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
DNK,Denmark,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,,70.1,73.6,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
DNK,Denmark,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
DNK,Denmark,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,83.1,,,,,,,,,,,
