Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
SUR,Suriname,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,,10.8,30.3,318.8,,,
SUR,Suriname,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,783.3,,2870.2,4790.5,5595.7,56767.1,,
SUR,Suriname,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,98.0,99.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
SUR,Suriname,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,,12.0,,,100.0,100.0,100.0,95.0,100.0,100.0,92.0,95.0,
SUR,Suriname,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,12.0,,,,,,,,,
SUR,Suriname,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,35.0,35.0,75.0,85.0,85.0,87.0,82.0,
SUR,Suriname,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,0.0,0.0,,,,,,,,
SUR,Suriname,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,15143.0,23160.0,29268.0,37095.0,,52691.0,71217.0,71217.0,73176.0,80410.0,92270.0,122961.0,124795.0,
SUR,Suriname,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,,,,,46400.0,,,,,,,,,
SUR,Suriname,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,6.8,6.8,6.0,4.9,3.6,
SUR,Suriname,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,2.8,4.2,5.2,6.6,8.1,9.2,12.2,12.1,12.3,13.4,15.2,20.1,20.2,
SUR,Suriname,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,,,,,,31828.0,47963.0,55656.0,89305.0,102593.0,
SUR,Suriname,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,248.0,211.0,,,,,,71924.0,24487.0,32447.0,29895.0,33646.0,22201.0,
SUR,Suriname,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,,,,,,,,,0.0,0.0,0.0,10.0,1.0,
SUR,Suriname,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,15.6,15.2,15.5,15.1,14.9,16.0,15.3,15.2,14.8,15.5,17.0,19.6,17.5,
SVK,Slovak Republic,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,20.9,32.3,35.4,50.4,59.9,67.9,79.2,82.8,86.1,89.2,88.4,88.7,86.7,
SVK,Slovak Republic,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,72.2,75.4,78.8,80.1,,80.5,,78.9,,,,,,
SVK,Slovak Republic,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,67.5,70.8,75.4,77.9,78.4,79.5,80.5,81.3,80.8,82.2,85.8,90.3,,
SVK,Slovak Republic,ITU.DDD.12,"Households with Internet access at home, rural (%)",Actual,-,-,-,,,,,,,,,,78.4,84.4,87.8,,
SVK,Slovak Republic,ITU.DDD.13,"Households with Internet access at home, urban (%)",Actual,-,-,-,,,,,,,,,,84.4,86.6,91.9,,
SVK,Slovak Republic,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,,,,,,,76.3,,,
SVK,Slovak Republic,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,75.7,74.4,76.7,77.9,80.0,77.6,80.5,81.6,80.4,82.9,89.9,88.9,,
SVK,Slovak Republic,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,,,,,,,,,,,,,91.4,
SVK,Slovak Republic,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,12238.0,12432.4,12049.8,11856.4,14994.9,41523.8,52641.8,77820.1,96436.7,70486.3,64695.7,72702.5,91391.5,
SVK,Slovak Republic,ITU.DDD.17,Internet users: < 15 years as a % of all < 15 years,Actual,-,-,-,98.2,94.9,96.3,97.1,98.5,98.1,97.5,,,,,,,
SVK,Slovak Republic,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,98.7,97.9,98.8,99.6,97.9,98.8,97.0,,98.2,,,96.8,,
SVK,Slovak Republic,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,75.5,69.7,72.5,74.0,76.9,73.8,77.7,,77.9,,88.6,87.9,,
SVK,Slovak Republic,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,76.5,73.1,74.3,78.2,79.4,76.9,79.3,80.3,80.4,82.3,89.7,88.4,,
SVK,Slovak Republic,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,8.1,5.3,6.9,11.6,11.2,9.9,11.3,,,,,,,
SVK,Slovak Republic,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,82.5,75.9,79.3,77.6,80.6,78.4,81.7,83.0,80.5,83.4,90.2,89.5,,
SVK,Slovak Republic,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,,,,,,78.3,,,
SVK,Slovak Republic,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,0.4,0.5,0.5,
SVK,Slovak Republic,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.7,0.7,0.7,0.5,0.4,
SVK,Slovak Republic,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.9,1.9,1.6,1.5,1.4,
SVK,Slovak Republic,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.0,1.0,0.9,0.7,0.6,
SVK,Slovak Republic,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,109.8,110.7,112.7,114.7,117.7,123.1,128.7,130.9,133.0,135.7,133.6,135.1,131.9,
SVK,Slovak Republic,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,72326.0,107307.2,121059.4,131574.2,142071.7,154958.4,185763.2,
SVK,Slovak Republic,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,452.4,925.5,2310.6,4620.4,5307.4,6783.4,8664.3,
SVK,Slovak Republic,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,,,,,,74.4,,,
SVK,Slovak Republic,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
SVK,Slovak Republic,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,69.2,71.1,77.0,85.0,91.0,93.0,94.0,95.0,95.0,97.0,99.0,99.0,99.0,
SVK,Slovak Republic,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,24.0,52.0,75.0,87.0,92.0,94.0,97.0,99.0,99.0,99.0,
SVK,Slovak Republic,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,11.2,,,,,,,,,,,
SVK,Slovak Republic,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,876953.0,953098.0,1045490.0,1109060.0,1191216.0,1273812.0,1336541.0,1405622.0,1507524.0,1590553.0,1701561.0,1774670.0,1860822.0,
SVK,Slovak Republic,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.2,0.8,0.8,0.8,0.9,
SVK,Slovak Republic,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,16.3,17.6,19.3,20.5,22.0,23.5,24.6,25.8,27.7,29.2,31.2,32.6,33.0,
SVK,Slovak Republic,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,209130.0,274706.0,391182.0,428606.0,567570.0,749137.0,826973.0,1003233.0,1135052.0,1330210.0,1475667.0,1610035.0,1724214.0,
SVK,Slovak Republic,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,458444.0,452858.0,393507.0,407706.0,584050.0,484491.0,470718.0,381422.0,337098.0,242736.0,209683.0,143544.0,120879.0,
SVK,Slovak Republic,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,26840.0,19163.0,13698.0,9685.0,39596.0,40184.0,38850.0,20096.0,35374.0,17607.0,16211.0,21091.0,15729.0,
SVK,Slovak Republic,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,20.4,19.5,18.0,17.9,17.0,16.0,15.2,14.0,13.3,12.4,11.9,10.6,9.6,
SVN,Slovenia,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,24.1,28.8,36.4,41.8,44.4,47.8,61.4,69.4,76.6,82.7,86.2,90.8,96.0,
SVN,Slovenia,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,70.5,74.4,76.1,76.4,,77.8,,79.5,,,,,,
SVN,Slovenia,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,68.1,72.6,73.9,75.6,76.8,77.6,78.4,81.7,86.7,89.0,90.0,93.0,92.6,
SVN,Slovenia,ITU.DDD.14,Individuals owning a mobile phone (%),Actual,-,-,-,,,,,,,,,,,,,97.8,
SVN,Slovenia,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,70.0,67.3,68.3,72.7,71.6,73.1,75.5,78.9,79.7,83.1,86.6,89.0,88.9,
SVN,Slovenia,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,73574.7,89545.7,98493.1,76355.6,90887.3,105188.3,123579.3,124489.1,150719.8,187927.3,285036.6,415323.8,450767.9,
SVN,Slovenia,ITU.DDD.17,Internet users: < 15 years as a % of all < 15 years,Actual,-,-,-,96.1,97.2,93.5,97.4,98.4,,,,,,,,,
SVN,Slovenia,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,99.0,98.6,97.0,98.0,97.2,99.4,97.5,100.0,97.2,99.2,99.1,97.7,98.7,
SVN,Slovenia,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,65.2,62.7,64.1,69.0,68.0,69.5,72.6,76.6,77.3,81.0,85.0,87.9,87.7,
SVN,Slovenia,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,67.5,63.5,66.2,71.4,71.8,70.8,74.1,78.3,77.6,82.0,86.0,89.2,88.1,
SVN,Slovenia,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,72.2,71.1,70.5,74.0,71.4,75.3,76.9,79.4,81.9,84.2,87.2,88.8,89.7,
SVN,Slovenia,ITU.DDD.22,Male mobile phone ownership as a % of total male population,Actual,-,-,-,,,,,,,,,,,,,97.5,
SVN,Slovenia,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.8,0.8,0.7,0.6,0.4,
SVN,Slovenia,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.9,0.9,0.9,0.2,
SVN,Slovenia,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.4,0.9,0.9,0.9,0.4,
SVN,Slovenia,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.9,0.9,0.9,0.9,0.4,
SVN,Slovenia,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,103.1,105.0,108.3,110.2,112.1,113.1,114.1,116.4,117.1,118.9,120.5,123.0,126.2,
SVN,Slovenia,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,,,,,764832.1,860292.9,
SVN,Slovenia,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,962.5,904.1,837.1,1297.9,2860.7,4130.8,6199.2,8673.6,10395.2,13102.4,
SVN,Slovenia,ITU.DDD.3,Female mobile phone ownership as a % of total female population,Actual,-,-,-,,,,,,,,,,,,,98.0,
SVN,Slovenia,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.8,99.8,99.8,99.9,99.9,99.8,
SVN,Slovenia,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,84.6,90.6,91.4,92.3,99.4,98.0,98.1,98.6,99.5,99.7,99.9,99.9,99.8,
SVN,Slovenia,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,12.8,63.4,89.7,95.7,97.4,98.6,99.5,99.7,99.9,99.9,99.8,
SVN,Slovenia,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,470527.0,494372.0,509336.0,524621.0,555815.0,569026.0,589324.0,601820.0,612745.0,627939.0,651603.0,666813.0,677095.0,
SVN,Slovenia,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.9,2.0,1.9,2.0,1.8,
SVN,Slovenia,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,22.9,23.9,24.6,25.3,26.8,27.3,28.2,28.7,29.1,29.7,30.8,31.5,31.9,
SVN,Slovenia,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,110506.0,160426.0,184646.0,236435.0,285731.0,359273.0,465000.0,475228.0,536606.0,575257.0,602847.0,631308.0,653778.0,
SVN,Slovenia,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,93830.0,250363.0,243589.0,236172.0,231386.0,177609.0,105403.0,116914.0,69882.0,48071.0,46487.0,34369.0,22658.0,
SVN,Slovenia,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,265231.0,82220.0,84692.0,56219.0,38698.0,32144.0,18921.0,9678.0,6257.0,4611.0,2269.0,1136.0,659.0,
SVN,Slovenia,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,44.3,42.7,40.4,38.5,37.1,36.2,34.9,35.2,34.3,33.5,33.3,32.8,31.9,
SWE,Sweden,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,83.8,97.1,104.4,109.2,114.9,120.2,122.0,120.7,124.6,125.9,125.6,126.6,132.4,
SWE,Sweden,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,89.5,91.6,92.3,91.9,,,,,,,,,,
SWE,Sweden,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,88.3,90.6,91.7,92.6,,,,94.7,,96.1,93.9,90.7,92.7,
SWE,Sweden,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,90.0,92.8,93.2,94.8,92.5,90.6,89.7,93.0,89.2,94.5,94.5,94.7,95.0,95.7
SWE,Sweden,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,236867.0,239101.1,336917.1,41550.0,51004.9,59387.0,67240.1,68414.5,,,,,,
SWE,Sweden,ITU.DDD.18,Internet users: 15-24 years as a % of all 15-24 years,Actual,-,-,-,99.6,98.9,100.0,98.3,99.4,97.9,,,,,96.9,97.9,96.9,99.1
SWE,Sweden,ITU.DDD.19,Internet users: 25-74 years as a % of all 25-74 years,Actual,-,-,-,90.5,91.6,91.9,94.1,91.2,89.3,93.4,,,,,,96.9,
SWE,Sweden,ITU.DDD.2,Female Internet users as a % of total female population,Actual,-,-,-,91.6,92.0,91.8,94.5,90.7,91.1,89.0,92.0,89.7,94.1,93.6,94.5,95.6,95.6
SWE,Sweden,ITU.DDD.20,Internet users: 75+ years as a % of all 75+ years,Actual,-,-,-,,,,,43.3,,49.3,,,,69.1,74.6,78.0,79.3
SWE,Sweden,ITU.DDD.21,Male Internet users as a % of total male population,Actual,-,-,-,92.4,93.5,94.5,95.1,94.3,90.1,90.0,94.0,88.8,94.9,95.4,94.9,94.4,95.8
SWE,Sweden,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.4,0.4,0.5,0.4,0.3,
SWE,Sweden,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.6,0.6,0.6,0.3,0.2,
SWE,Sweden,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.5,0.5,0.5,
SWE,Sweden,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,0.5,0.5,0.5,0.3,0.2,
SWE,Sweden,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,117.2,121.0,124.0,124.5,126.3,128.3,126.0,124.5,124.2,125.6,123.4,124.4,125.6,
SWE,Sweden,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,3309.3,4393.1,5703.1,6998.1,8639.4,11661.2,14775.7,17903.6,
SWE,Sweden,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
SWE,Sweden,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
SWE,Sweden,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,93.3,99.2,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
SWE,Sweden,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,2999537.0,3027459.0,3073174.0,3147615.0,3281408.0,3496240.0,3679768.0,3854837.0,3942088.0,4038725.0,4179574.0,4253442.0,4258836.0,
SWE,Sweden,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.0,1.0,1.1,1.1,1.1,
SWE,Sweden,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,32.0,32.0,32.2,32.6,33.7,35.5,37.0,38.3,38.8,39.3,40.3,40.6,40.4,
SWE,Sweden,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,1496861.0,1774392.0,2034917.0,2285847.0,2597800.0,2927875.0,3226705.0,3491983.0,3675979.0,3846635.0,4042066.0,4157099.0,4197931.0,
SWE,Sweden,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,1275625.0,1116352.0,953826.0,797803.0,654136.0,548076.0,441204.0,355964.0,257223.0,184111.0,127119.0,86173.0,56140.0,
SWE,Sweden,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,224221.0,133995.0,81176.0,33845.0,29122.0,19939.0,11859.0,6890.0,8886.0,7979.0,10389.0,10170.0,4765.0,
SWE,Sweden,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,50.5,47.3,43.6,40.7,38.8,36.1,31.2,26.0,21.3,17.1,14.3,12.0,10.4,
SWZ,Eswatini,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.3,0.7,,2.7,9.0,14.1,14.8,56.5,59.7,69.5,84.7,114.5,113.5,
SWZ,Eswatini,ITU.DDD.15,"Individuals using the Internet, total (%)",Actual,-,-,-,11.0,18.1,,,,,,,,,,,,
SWZ,Eswatini,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,,,20.8,24.7,25.0,25.6,28.6,35.3,39.4,43.9,49.0,56.2,58.3,
SWZ,Eswatini,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,1317.6,2554.8,2013.2,1773.9,2096.2,6197.2,6601.9,6151.0,,,,,,
SWZ,Eswatini,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,5.4,5.4,5.3,4.1,3.8,
SWZ,Eswatini,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.6,1.6,1.7,1.5,1.4,
SWZ,Eswatini,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,8.5,8.5,8.9,5.6,4.7,
SWZ,Eswatini,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,4.6,4.6,3.6,3.0,2.4,
SWZ,Eswatini,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,66.0,69.3,72.4,79.9,81.4,83.0,87.1,89.2,89.9,91.9,105.8,120.1,122.2,
SWZ,Eswatini,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,,,,,,439.3,571.5,
SWZ,Eswatini,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,92.0,94.9,96.8,,,,,95.0,98.0,99.0,99.0,99.1,99.1,
SWZ,Eswatini,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,0.0,,,,,,,88.0,88.0,88.0,88.0,99.1,99.1,
SWZ,Eswatini,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Estimate,-,-,-,,,,,21.0,21.0,21.2,,,,,,,
SWZ,Eswatini,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,,30.0,37.0,39.0,61.0,80.4,81.0,
SWZ,Eswatini,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,0.0,0.0,21.0,,,,,,,
SWZ,Eswatini,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,3658.0,8024.0,3429.0,,,,,15542.0,21871.0,24113.0,27314.0,30802.0,27109.0,
SWZ,Eswatini,ITU.DDD.33,Total fixed broadband subscriptions,Estimate,-,-,-,,,,4200.0,5100.0,6000.0,7000.0,,,,,,,
SWZ,Eswatini,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,14.8,14.8,15.2,14.1,13.4,
SWZ,Eswatini,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,0.3,0.7,0.3,0.4,0.5,0.5,0.6,1.3,1.9,2.1,2.3,1.7,1.1,
SWZ,Eswatini,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,0.0,0.0,3.0,,,,,,,,,,,
SWZ,Eswatini,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,67.0,628.0,826.0,,,,,,,,,,,
SWZ,Eswatini,ITU.DDD.8,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,Actual,-,-,-,1903.0,2150.0,2600.0,,,,,,,,,,,
SWZ,Eswatini,ITU.DDD.9,Fixed-telephone subscriptions per 100 inhabitants,Actual,-,-,-,4.8,6.9,4.1,4.1,3.9,3.8,3.7,3.2,3.8,3.6,4.0,3.4,3.1,
SYC,Seychelles,ITU.DDD.1,Active mobile-broadband subscriptions per 100 inhabitants,Actual,-,-,-,1.5,4.4,7.9,9.5,12.1,18.1,21.2,70.7,75.8,86.1,79.6,88.7,99.2,
SYC,Seychelles,ITU.DDD.10,Households with a computer at home (%),Actual,-,-,-,37.8,,,,,,,,,,,,,
SYC,Seychelles,ITU.DDD.11,Households with Internet access at home (%),Actual,-,-,-,26.1,,,,,,,,,,,,,
SYC,Seychelles,ITU.DDD.15,"Individuals using the Internet, total (%)",Estimate,-,-,-,41.0,43.2,47.1,50.4,51.3,54.3,56.5,62.6,69.2,76.6,84.8,80.7,86.7,
SYC,Seychelles,ITU.DDD.16,International bandwidth per Internet user (kbit/s),Actual,-,-,-,4896.1,5432.2,15120.0,22780.3,29173.7,38852.5,49135.8,59592.3,59106.4,68306.1,71699.1,95822.0,129467.4,
SYC,Seychelles,ITU.DDD.23,Mobile broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,2.2,2.2,2.0,2.5,2.5,
SYC,Seychelles,ITU.DDD.24,Mobile cellular basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.0,1.0,0.9,1.1,1.0,
SYC,Seychelles,ITU.DDD.25,Mobile data and voice basket (high consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,3.9,3.9,3.6,4.5,4.3,
SYC,Seychelles,ITU.DDD.26,Mobile data and voice basket (low consumption) as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.9,1.9,1.8,2.2,1.7,
SYC,Seychelles,ITU.DDD.27,Mobile-cellular subscriptions per 100 inhabitants,Actual,-,-,-,127.2,134.9,143.2,141.4,154.4,149.4,151.1,164.3,173.6,185.6,173.9,172.7,191.5,
SYC,Seychelles,ITU.DDD.28,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),Actual,-,-,-,,,,,,,,,61778.9,48345.0,44526.6,48657.5,70959.6,
SYC,Seychelles,ITU.DDD.29,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),Actual,-,-,-,,,,,,,,,1617.8,3087.9,4811.5,6335.8,7075.7,
SYC,Seychelles,ITU.DDD.30,Population covered by a mobile-cellular network (%),Actual,-,-,-,,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,
SYC,Seychelles,ITU.DDD.31,Population covered by at least a 3G mobile network (%),Actual,-,-,-,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,98.5,99.0,99.0,99.0,99.0,
SYC,Seychelles,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Actual,-,-,-,,,,,,,41.1,90.0,98.5,98.5,98.5,98.5,99.0,
SYC,Seychelles,ITU.DDD.32,Population covered by at least a 4G mobile network (%),Estimate,-,-,-,,,,,10.0,21.4,,,,,,,,
SYC,Seychelles,ITU.DDD.33,Total fixed broadband subscriptions,Actual,-,-,-,6793.0,9412.0,10577.0,12411.0,11827.0,13420.0,14035.0,15221.0,19689.0,26974.0,34966.0,41280.0,37445.0,
SYC,Seychelles,ITU.DDD.4,Fixed broadband basket as a % of GNI p.c.,Actual,-,-,-,,,,,,,,,1.4,1.1,1.0,1.3,1.1,
SYC,Seychelles,ITU.DDD.5,Fixed broadband subscriptions per 100 inhabitants,Actual,-,-,-,7.4,10.0,11.1,12.8,12.1,13.5,14.0,15.0,19.1,25.8,33.1,38.8,35.0,
SYC,Seychelles,ITU.DDD.6,Fixed broadband subscriptions: >10 Mbit/s,Actual,-,-,-,,,,,,,,,,,,,20536.0,
SYC,Seychelles,ITU.DDD.7,Fixed broadband subscriptions: 2 to 10 Mbit/s,Actual,-,-,-,,,,,,,,,,,,,8982.0,
